Schedule Codes,Purpose,Level,Subject,Tutor,Day,Centre,Classroom,Capacity,Date (text),Start Time,Subject(Display),Topic,Date,Timeslot (+3hr),Video Guides,Address,Address Var,Form Question,Form Controls,Form Option to Display,ConfirmationMsg Template,Form Entry,Duplicate class,No. Regular S,No. Signups,Total Signups,Signups / Capacity,No. Confirmed,Total Signups | Confirmed | Capacity,Confirmed Capacity%,Level,Level1,Subject,Subject1,Subject2,Centre,Tutor,Checked?
JC JunCC<>J1 2026<>JC - GP<>Finn<>Monday<>Tan Kah Kee<>CORO-2<>15<>1 Jun<>10:00 am<>Application Question (Singapore Traits and Qualities),JC JunCC,J1 2026,JC - GP,Finn,Monday,Tan Kah Kee,CORO-2,15,01 Jun (Mon),10:00:00 AM,J1 GP,Application Question (Singapore Traits and Qualities),6/1/2026,10:00AM - 01:00PM,bit.ly/zenithCORO,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707","587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707  (Video Guide: bit.ly/zenithCORO)",GP,Open - Running,[J1 GP] Tan Kah Kee | 01 Jun (Mon) | 10:00AM - 01:00PM | Application Question (Singapore Traits and Qualities),J1 GP - Tan Kah Kee - 01 Jun Mon 10:00AM,[J1 GP] Tan Kah Kee | 01 Jun (Mon) | 10:00AM - 01:00PM | Application Question (Singapore Traits and Qualities),0,,0,0,0 / 15,,0 |  | 15,0.00%,J1,JC,GP,GP,GP,Coro + TKK,Finn,FALSE
JC JunCC<>J1 2026<>JC - Math<>Mandy<>Monday<>Tan Kah Kee<>CORO-2<>15<>1 Jun<>1:00 pm<>Summation and Recurrence Relations,JC JunCC,J1 2026,JC - Math,Mandy,Monday,Tan Kah Kee,CORO-2,15,01 Jun (Mon),1:00:00 PM,J1 Math,Summation and Recurrence Relations,6/1/2026,01:30PM - 04:30PM,bit.ly/zenithCORO,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707","587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707  (Video Guide: bit.ly/zenithCORO)",Math,Open - Running,[J1 Math] Tan Kah Kee | 01 Jun (Mon) | 01:30PM - 04:30PM | Summation and Recurrence Relations,J1 Math - Tan Kah Kee - 01 Jun Mon 1:00PM,[J1 Math] Tan Kah Kee | 01 Jun (Mon) | 01:30PM - 04:30PM | Summation and Recurrence Relations,0,,0,0,0 / 15,,0 |  | 15,0.00%,J1,JC,MATH,MATH,MATH,Coro + TKK,Mandy,FALSE
JC JunCC<>J1 2026<>JC - Math<>Mandy<>Wednesday<>Tan Kah Kee<>CORO-3<>15<>3 Jun<>1:00 pm<>Vector Planes,JC JunCC,J1 2026,JC - Math,Mandy,Wednesday,Tan Kah Kee,CORO-3,15,03 Jun (Wed),1:00:00 PM,J1 Math,Vector Planes,6/3/2026,01:30PM - 04:30PM,bit.ly/zenithCORO,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707","587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707  (Video Guide: bit.ly/zenithCORO)",Math,Open - Running,[J1 Math] Tan Kah Kee | 03 Jun (Wed) | 01:30PM - 04:30PM | Vector Planes,J1 Math - Tan Kah Kee - 03 Jun Wed 1:00PM,[J1 Math] Tan Kah Kee | 03 Jun (Wed) | 01:30PM - 04:30PM | Vector Planes,0,,0,0,0 / 15,,0 |  | 15,0.00%,J1,JC,MATH,MATH,MATH,Coro + TKK,Mandy,FALSE
JC JunCC<>J1 2026<>JC - GP<>Hui Ying<>Wednesday<>Potong Pasir<>PP-4 (L2)<>52<>3 Jun<>10:00 am<>Application Question (Singapore Traits and Qualities),JC JunCC,J1 2026,JC - GP,Hui Ying,Wednesday,Potong Pasir,PP-4 (L2),52,03 Jun (Wed),10:00:00 AM,J1 GP,Application Question (Singapore Traits and Qualities),6/3/2026,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,25 Tai Thong Crescent (Beside 7-11) S347856  (Video Guide: bit.ly/zenithPP),GP,Open - Running,[J1 GP] Potong Pasir | 03 Jun (Wed) | 10:00AM - 01:00PM | Application Question (Singapore Traits and Qualities),J1 GP - Potong Pasir - 03 Jun Wed 10:00AM,[J1 GP] Potong Pasir | 03 Jun (Wed) | 10:00AM - 01:00PM | Application Question (Singapore Traits and Qualities),0,,0,0,0 / 52,,0 |  | 52,0.00%,J1,JC,GP,GP,GP,Potong Pasir,Hui Ying,FALSE
JC JunCC<>J1 2026<>JC - GP<>Hui Ying<>Thursday<>Potong Pasir<>PP-4 (L2)<>52<>4 Jun<>1:00 pm<>Application Question (Singapore Traits and Qualities),JC JunCC,J1 2026,JC - GP,Hui Ying,Thursday,Potong Pasir,PP-4 (L2),52,04 Jun (Thu),1:00:00 PM,J1 GP,Application Question (Singapore Traits and Qualities),6/4/2026,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,25 Tai Thong Crescent (Beside 7-11) S347856  (Video Guide: bit.ly/zenithPP),GP,Open - Running,[J1 GP] Potong Pasir | 04 Jun (Thu) | 01:30PM - 04:30PM | Application Question (Singapore Traits and Qualities),J1 GP - Potong Pasir - 04 Jun Thu 1:00PM,[J1 GP] Potong Pasir | 04 Jun (Thu) | 01:30PM - 04:30PM | Application Question (Singapore Traits and Qualities),0,,0,0,0 / 52,,0 |  | 52,0.00%,J1,JC,GP,GP,GP,Potong Pasir,Hui Ying,FALSE
JC JunCC<>J1 2026<>JC - GP<>Hui Ying<>Friday<>Potong Pasir<>PP-4 (L2)<>52<>5 Jun<>10:00 am<>Application Question (Singapore Traits and Qualities),JC JunCC,J1 2026,JC - GP,Hui Ying,Friday,Potong Pasir,PP-4 (L2),52,05 Jun (Fri),10:00:00 AM,J1 GP,Application Question (Singapore Traits and Qualities),6/5/2026,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,25 Tai Thong Crescent (Beside 7-11) S347856  (Video Guide: bit.ly/zenithPP),GP,Open - Running,[J1 GP] Potong Pasir | 05 Jun (Fri) | 10:00AM - 01:00PM | Application Question (Singapore Traits and Qualities),J1 GP - Potong Pasir - 05 Jun Fri 10:00AM,[J1 GP] Potong Pasir | 05 Jun (Fri) | 10:00AM - 01:00PM | Application Question (Singapore Traits and Qualities),0,,0,0,0 / 52,,0 |  | 52,0.00%,J1,JC,GP,GP,GP,Potong Pasir,Hui Ying,FALSE
JC JunCC<>J1 2026<>JC - GP<>Hui Ying<>Saturday<>Potong Pasir<>PP-4 (L2)<>52<>6 Jun<>1:00 pm<>Application Question (Singapore Traits and Qualities),JC JunCC,J1 2026,JC - GP,Hui Ying,Saturday,Potong Pasir,PP-4 (L2),52,06 Jun (Sat),1:00:00 PM,J1 GP,Application Question (Singapore Traits and Qualities),6/6/2026,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,25 Tai Thong Crescent (Beside 7-11) S347856  (Video Guide: bit.ly/zenithPP),GP,Open - Running,[J1 GP] Potong Pasir | 06 Jun (Sat) | 01:30PM - 04:30PM | Application Question (Singapore Traits and Qualities),J1 GP - Potong Pasir - 06 Jun Sat 1:00PM,[J1 GP] Potong Pasir | 06 Jun (Sat) | 01:30PM - 04:30PM | Application Question (Singapore Traits and Qualities),0,,0,0,0 / 52,,0 |  | 52,0.00%,J1,JC,GP,GP,GP,Potong Pasir,Hui Ying,FALSE
JC JunCC<>J1 2026<>JC - Phy<>Dr. Han Wei<>Tuesday<>Potong Pasir<>PP-3 (L2)<>25<>2 Jun<>10:00 am<>Motion & Forces (Part 2) + Collision,JC JunCC,J1 2026,JC - Phy,Dr. Han Wei,Tuesday,Potong Pasir,PP-3 (L2),25,02 Jun (Tue),10:00:00 AM,J1 Physics,Motion & Forces (Part 2) + Collision,6/2/2026,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,25 Tai Thong Crescent (Beside 7-11) S347856  (Video Guide: bit.ly/zenithPP),Physics,Open - Running,[J1 Physics] Potong Pasir | 02 Jun (Tue) | 10:00AM - 01:00PM | Motion & Forces (Part 2) + Collision,J1 Physics - Potong Pasir - 02 Jun Tue 10:00AM,[J1 Physics] Potong Pasir | 02 Jun (Tue) | 10:00AM - 01:00PM | Motion & Forces (Part 2) + Collision,0,,0,0,0 / 25,,0 |  | 25,0.00%,J1,JC,PHYS,PHYS,PHYS,Potong Pasir,Dr. Han Wei,FALSE
JC JunCC<>J1 2026<>JC - Chem<>Shi Neng<>Tuesday<>Potong Pasir<>PP-3 (L2)<>25<>2 Jun<>1:00 pm<>Chem Bonding,JC JunCC,J1 2026,JC - Chem,Shi Neng,Tuesday,Potong Pasir,PP-3 (L2),25,02 Jun (Tue),1:00:00 PM,J1 Chemistry,Chem Bonding,6/2/2026,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,25 Tai Thong Crescent (Beside 7-11) S347856  (Video Guide: bit.ly/zenithPP),Chemistry,Open - Running,[J1 Chemistry] Potong Pasir | 02 Jun (Tue) | 01:30PM - 04:30PM | Chem Bonding,J1 Chemistry - Potong Pasir - 02 Jun Tue 1:00PM,[J1 Chemistry] Potong Pasir | 02 Jun (Tue) | 01:30PM - 04:30PM | Chem Bonding,0,,0,0,0 / 25,,0 |  | 25,0.00%,J1,JC,CHEM,CHEM,CHEM,Potong Pasir,Shi Neng,FALSE
JC JunCC<>J1 2026<>JC - Bio<>Phoebe<>Thursday<>Potong Pasir<>PP-3 (L2)<>25<>4 Jun<>1:00 pm<>DNA Replication,JC JunCC,J1 2026,JC - Bio,Phoebe,Thursday,Potong Pasir,PP-3 (L2),25,04 Jun (Thu),1:00:00 PM,J1 Biology,DNA Replication,6/4/2026,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,25 Tai Thong Crescent (Beside 7-11) S347856  (Video Guide: bit.ly/zenithPP),Biology,Open - Running,[J1 Biology] Potong Pasir | 04 Jun (Thu) | 01:30PM - 04:30PM | DNA Replication,J1 Biology - Potong Pasir - 04 Jun Thu 1:00PM,[J1 Biology] Potong Pasir | 04 Jun (Thu) | 01:30PM - 04:30PM | DNA Replication,0,,0,0,0 / 25,,0 |  | 25,0.00%,J1,JC,BIO,BIO,BIO,Potong Pasir,Phoebe,FALSE
JC JunCC<>J1 2026<>JC - Chem<>Shi Neng<>Friday<>Potong Pasir<>PP-3 (L2)<>25<>5 Jun<>1:00 pm<>Energetics,JC JunCC,J1 2026,JC - Chem,Shi Neng,Friday,Potong Pasir,PP-3 (L2),25,05 Jun (Fri),1:00:00 PM,J1 Chemistry,Energetics,6/5/2026,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,25 Tai Thong Crescent (Beside 7-11) S347856  (Video Guide: bit.ly/zenithPP),Chemistry,Open - Running,[J1 Chemistry] Potong Pasir | 05 Jun (Fri) | 01:30PM - 04:30PM | Energetics,J1 Chemistry - Potong Pasir - 05 Jun Fri 1:00PM,[J1 Chemistry] Potong Pasir | 05 Jun (Fri) | 01:30PM - 04:30PM | Energetics,0,,0,0,0 / 25,,0 |  | 25,0.00%,J1,JC,CHEM,CHEM,CHEM,Potong Pasir,Shi Neng,FALSE
JC JunCC<>J1 2026<>JC - Chem<>Ryan<>Thursday<>Potong Pasir<>PP-2 (L1)<>21<>4 Jun<>1:00 pm<>Chem Bonding,JC JunCC,J1 2026,JC - Chem,Ryan,Thursday,Potong Pasir,PP-2 (L1),21,04 Jun (Thu),1:00:00 PM,J1 Chemistry,Chem Bonding,6/4/2026,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,25 Tai Thong Crescent (Beside 7-11) S347856  (Video Guide: bit.ly/zenithPP),Chemistry,Open - Running,[J1 Chemistry] Potong Pasir | 04 Jun (Thu) | 01:30PM - 04:30PM | Chem Bonding,J1 Chemistry - Potong Pasir - 04 Jun Thu 1:00PM,[J1 Chemistry] Potong Pasir | 04 Jun (Thu) | 01:30PM - 04:30PM | Chem Bonding,0,,0,0,0 / 21,,0 |  | 21,0.00%,J1,JC,CHEM,CHEM,CHEM,Potong Pasir,Ryan,FALSE
JC JunCC<>J1 2026<>JC - Chem<>Dr. Ryan<>Wednesday<>Paya Lebar<>KINEX-1<>24<>3 Jun<>1:00 pm<>Chem Bonding,JC JunCC,J1 2026,JC - Chem,Dr. Ryan,Wednesday,Paya Lebar,KINEX-1,24,03 Jun (Wed),1:00:00 PM,J1 Chemistry,Chem Bonding,6/3/2026,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Chemistry,Open - Running,[J1 Chemistry] Paya Lebar | 03 Jun (Wed) | 01:30PM - 04:30PM | Chem Bonding,J1 Chemistry - Paya Lebar - 03 Jun Wed 1:00PM,[J1 Chemistry] Paya Lebar | 03 Jun (Wed) | 01:30PM - 04:30PM | Chem Bonding,0,,0,0,0 / 24,,0 |  | 24,0.00%,J1,JC,CHEM,CHEM,CHEM,Kinex,Dr. Ryan,FALSE
JC JunCC<>J1 2026<>JC - GP<>Jaymi<>Thursday<>Paya Lebar<>KINEX-1<>24<>4 Jun<>10:00 am<>Application Question (Singapore Traits and Qualities),JC JunCC,J1 2026,JC - GP,Jaymi,Thursday,Paya Lebar,KINEX-1,24,04 Jun (Thu),10:00:00 AM,J1 GP,Application Question (Singapore Traits and Qualities),6/4/2026,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),GP,Open - Running,[J1 GP] Paya Lebar | 04 Jun (Thu) | 10:00AM - 01:00PM | Application Question (Singapore Traits and Qualities),J1 GP - Paya Lebar - 04 Jun Thu 10:00AM,[J1 GP] Paya Lebar | 04 Jun (Thu) | 10:00AM - 01:00PM | Application Question (Singapore Traits and Qualities),0,,0,0,0 / 24,,0 |  | 24,0.00%,J1,JC,GP,GP,GP,Kinex,Jaymi,FALSE
JC JunCC<>J1 2026<>JC - Bio<>Phoebe<>Friday<>Paya Lebar<>KINEX-1<>24<>5 Jun<>10:00 am<>Gene Expression,JC JunCC,J1 2026,JC - Bio,Phoebe,Friday,Paya Lebar,KINEX-1,24,05 Jun (Fri),10:00:00 AM,J1 Biology,Gene Expression,6/5/2026,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Biology,Open - Running,[J1 Biology] Paya Lebar | 05 Jun (Fri) | 10:00AM - 01:00PM | Gene Expression,J1 Biology - Paya Lebar - 05 Jun Fri 10:00AM,[J1 Biology] Paya Lebar | 05 Jun (Fri) | 10:00AM - 01:00PM | Gene Expression,0,,0,0,0 / 24,,0 |  | 24,0.00%,J1,JC,BIO,BIO,BIO,Kinex,Phoebe,FALSE
JC JunCC<>J1 2026<>JC - GP<>Jaymi<>Monday<>Paya Lebar<>KINEX-2<>30<>1 Jun<>10:00 am<>Application Question (Singapore Traits and Qualities),JC JunCC,J1 2026,JC - GP,Jaymi,Monday,Paya Lebar,KINEX-2,30,01 Jun (Mon),10:00:00 AM,J1 GP,Application Question (Singapore Traits and Qualities),6/1/2026,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),GP,Open - Running,[J1 GP] Paya Lebar | 01 Jun (Mon) | 10:00AM - 01:00PM | Application Question (Singapore Traits and Qualities),J1 GP - Paya Lebar - 01 Jun Mon 10:00AM,[J1 GP] Paya Lebar | 01 Jun (Mon) | 10:00AM - 01:00PM | Application Question (Singapore Traits and Qualities),0,,0,0,0 / 30,,0 |  | 30,0.00%,J1,JC,GP,GP,GP,Kinex,Jaymi,FALSE
JC JunCC<>J1 2026<>JC - Math<>Kai Wen<>Tuesday<>Paya Lebar<>KINEX-2<>30<>2 Jun<>1:00 pm<>APGP,JC JunCC,J1 2026,JC - Math,Kai Wen,Tuesday,Paya Lebar,KINEX-2,30,02 Jun (Tue),1:00:00 PM,J1 Math,APGP,6/2/2026,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Math,Open - Running,[J1 Math] Paya Lebar | 02 Jun (Tue) | 01:30PM - 04:30PM | APGP,J1 Math - Paya Lebar - 02 Jun Tue 1:00PM,[J1 Math] Paya Lebar | 02 Jun (Tue) | 01:30PM - 04:30PM | APGP,0,,0,0,0 / 30,,0 |  | 30,0.00%,J1,JC,MATH,MATH,MATH,Kinex,Kai Wen,FALSE
JC JunCC<>J1 2026<>JC - Math<>Kai Wen<>Wednesday<>Paya Lebar<>KINEX-2<>30<>3 Jun<>1:00 pm<>Vectors 1,JC JunCC,J1 2026,JC - Math,Kai Wen,Wednesday,Paya Lebar,KINEX-2,30,03 Jun (Wed),1:00:00 PM,J1 Math,Vectors 1,6/3/2026,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Math,Open - Running,[J1 Math] Paya Lebar | 03 Jun (Wed) | 01:30PM - 04:30PM | Vectors 1,J1 Math - Paya Lebar - 03 Jun Wed 1:00PM,[J1 Math] Paya Lebar | 03 Jun (Wed) | 01:30PM - 04:30PM | Vectors 1,0,,0,0,0 / 30,,0 |  | 30,0.00%,J1,JC,MATH,MATH,MATH,Kinex,Kai Wen,FALSE
JC JunCC<>J1 2026<>JC - Phy<>Aznikah<>Thursday<>Paya Lebar<>KINEX-2<>30<>4 Jun<>1:00 pm<>Motion & Forces (Part 2) + Collision,JC JunCC,J1 2026,JC - Phy,Aznikah,Thursday,Paya Lebar,KINEX-2,30,04 Jun (Thu),1:00:00 PM,J1 Physics,Motion & Forces (Part 2) + Collision,6/4/2026,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Physics,Open - Running,[J1 Physics] Paya Lebar | 04 Jun (Thu) | 01:30PM - 04:30PM | Motion & Forces (Part 2) + Collision,J1 Physics - Paya Lebar - 04 Jun Thu 1:00PM,[J1 Physics] Paya Lebar | 04 Jun (Thu) | 01:30PM - 04:30PM | Motion & Forces (Part 2) + Collision,0,,0,0,0 / 30,,0 |  | 30,0.00%,J1,JC,PHYS,PHYS,PHYS,Kinex,Aznikah,FALSE
JC JunCC<>J1 2026<>JC - Phy<>Dr. Han Wei<>Friday<>Paya Lebar<>KINEX-2<>30<>5 Jun<>10:00 am<>Circular Motion,JC JunCC,J1 2026,JC - Phy,Dr. Han Wei,Friday,Paya Lebar,KINEX-2,30,05 Jun (Fri),10:00:00 AM,J1 Physics,Circular Motion,6/5/2026,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Physics,Open - Running,[J1 Physics] Paya Lebar | 05 Jun (Fri) | 10:00AM - 01:00PM | Circular Motion,J1 Physics - Paya Lebar - 05 Jun Fri 10:00AM,[J1 Physics] Paya Lebar | 05 Jun (Fri) | 10:00AM - 01:00PM | Circular Motion,0,,0,0,0 / 30,,0 |  | 30,0.00%,J1,JC,PHYS,PHYS,PHYS,Kinex,Dr. Han Wei,FALSE
JC JunCC<>J1 2026<>JC - Chem<>Dr. Ryan<>Friday<>Paya Lebar<>KINEX-2<>30<>5 Jun<>1:00 pm<>Chem Bonding,JC JunCC,J1 2026,JC - Chem,Dr. Ryan,Friday,Paya Lebar,KINEX-2,30,05 Jun (Fri),1:00:00 PM,J1 Chemistry,Chem Bonding,6/5/2026,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Chemistry,Open - Running,[J1 Chemistry] Paya Lebar | 05 Jun (Fri) | 01:30PM - 04:30PM | Chem Bonding,J1 Chemistry - Paya Lebar - 05 Jun Fri 1:00PM,[J1 Chemistry] Paya Lebar | 05 Jun (Fri) | 01:30PM - 04:30PM | Chem Bonding,0,,0,0,0 / 30,,0 |  | 30,0.00%,J1,JC,CHEM,CHEM,CHEM,Kinex,Dr. Ryan,FALSE
JC JunCC<>J1 2026<>JC - Math<>Kai Wen<>Monday<>Paya Lebar<>KINEX-4<>30<>1 Jun<>1:00 pm<>Functions,JC JunCC,J1 2026,JC - Math,Kai Wen,Monday,Paya Lebar,KINEX-4,30,01 Jun (Mon),1:00:00 PM,J1 Math,Functions,6/1/2026,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Math,Open - Running,[J1 Math] Paya Lebar | 01 Jun (Mon) | 01:30PM - 04:30PM | Functions,J1 Math - Paya Lebar - 01 Jun Mon 1:00PM,[J1 Math] Paya Lebar | 01 Jun (Mon) | 01:30PM - 04:30PM | Functions,0,,0,0,0 / 30,,0 |  | 30,0.00%,J1,JC,MATH,MATH,MATH,Kinex,Kai Wen,FALSE
"JC JunCC<>J1 2026<>JC - Econs<>Eunice<>Wednesday<>Paya Lebar<>KINEX-4<>30<>3 Jun<>10:00 am<>Market Model: Demand, Supply and Elasticities",JC JunCC,J1 2026,JC - Econs,Eunice,Wednesday,Paya Lebar,KINEX-4,30,03 Jun (Wed),10:00:00 AM,J1 Economics,"Market Model: Demand, Supply and Elasticities",6/3/2026,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Economics,Open - Running,"[J1 Economics] Paya Lebar | 03 Jun (Wed) | 10:00AM - 01:00PM | Market Model: Demand, Supply and Elasticities",J1 Economics - Paya Lebar - 03 Jun Wed 10:00AM,"[J1 Economics] Paya Lebar | 03 Jun (Wed) | 10:00AM - 01:00PM | Market Model: Demand, Supply and Elasticities",0,,0,0,0 / 30,,0 |  | 30,0.00%,J1,JC,ECON,ECON,ECON,Kinex,Eunice,FALSE
JC JunCC<>J1 2026<>JC - Math<>Kai Wen<>Thursday<>Paya Lebar<>KINEX-4<>30<>4 Jun<>1:00 pm<>Vector Planes,JC JunCC,J1 2026,JC - Math,Kai Wen,Thursday,Paya Lebar,KINEX-4,30,04 Jun (Thu),1:00:00 PM,J1 Math,Vector Planes,6/4/2026,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Math,Open - Running,[J1 Math] Paya Lebar | 04 Jun (Thu) | 01:30PM - 04:30PM | Vector Planes,J1 Math - Paya Lebar - 04 Jun Thu 1:00PM,[J1 Math] Paya Lebar | 04 Jun (Thu) | 01:30PM - 04:30PM | Vector Planes,0,,0,0,0 / 30,,0 |  | 30,0.00%,J1,JC,MATH,MATH,MATH,Kinex,Kai Wen,FALSE
JC JunCC<>J1 2026<>JC - Econs<>Eunice<>Friday<>Paya Lebar<>KINEX-4<>30<>5 Jun<>10:00 am<>Market Failure and Government Intervention,JC JunCC,J1 2026,JC - Econs,Eunice,Friday,Paya Lebar,KINEX-4,30,05 Jun (Fri),10:00:00 AM,J1 Economics,Market Failure and Government Intervention,6/5/2026,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Economics,Open - Running,[J1 Economics] Paya Lebar | 05 Jun (Fri) | 10:00AM - 01:00PM | Market Failure and Government Intervention,J1 Economics - Paya Lebar - 05 Jun Fri 10:00AM,[J1 Economics] Paya Lebar | 05 Jun (Fri) | 10:00AM - 01:00PM | Market Failure and Government Intervention,0,,0,0,0 / 30,,0 |  | 30,0.00%,J1,JC,ECON,ECON,ECON,Kinex,Eunice,FALSE
JC JunCC<>J1 2026<>JC - Bio<>Josh<>Tuesday<>Paya Lebar<>KINEX-5<>22<>2 Jun<>1:00 pm<>DNA Replication,JC JunCC,J1 2026,JC - Bio,Josh,Tuesday,Paya Lebar,KINEX-5,22,02 Jun (Tue),1:00:00 PM,J1 Biology,DNA Replication,6/2/2026,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Biology,Open - Running,[J1 Biology] Paya Lebar | 02 Jun (Tue) | 01:30PM - 04:30PM | DNA Replication,J1 Biology - Paya Lebar - 02 Jun Tue 1:00PM,[J1 Biology] Paya Lebar | 02 Jun (Tue) | 01:30PM - 04:30PM | DNA Replication,0,,0,0,0 / 22,,0 |  | 22,0.00%,J1,JC,BIO,BIO,BIO,Kinex,Josh,FALSE
JC JunCC<>J1 2026<>JC - Math<>Kai Wen<>Friday<>Paya Lebar<>KINEX-5<>22<>5 Jun<>1:00 pm<>Summation and Recurrence Relations,JC JunCC,J1 2026,JC - Math,Kai Wen,Friday,Paya Lebar,KINEX-5,22,05 Jun (Fri),1:00:00 PM,J1 Math,Summation and Recurrence Relations,6/5/2026,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157  (Video Guide: bit.ly/zenithKINEX),Math,Open - Running,[J1 Math] Paya Lebar | 05 Jun (Fri) | 01:30PM - 04:30PM | Summation and Recurrence Relations,J1 Math - Paya Lebar - 05 Jun Fri 1:00PM,[J1 Math] Paya Lebar | 05 Jun (Fri) | 01:30PM - 04:30PM | Summation and Recurrence Relations,0,,0,0,0 / 22,,0 |  | 22,0.00%,J1,JC,MATH,MATH,MATH,Kinex,Kai Wen,FALSE
