Scheduling code,Purpose,Level,Subject,Tutor,Day,Centre,Classroom,Capacity,Date (text),Start Time,Subject(Display),Topic,Date,Timeslot (+2hr),Video Guides,Address,Address Var,Form Question,Form Controls,Form Option to Display,ConfirmationMsg Template,Form Entry,Duplicate class,No. Regular S,No. Signups,Total Signups,Signups / Capacity,No. Confirmed,Total Signups | Confirmed | Capacity,Confirmed Capacity%,Level,Level1,Subject,Subject1,Subject2,Centre,Tutor,Checked (ops),Uncontacted Count
Pri JunCC<>P5 2026<>Pri - Eng<>Kayley<>Saturday<>King Albert Park<>KAP-2<>15<>27 Jun<>4:00 pm<>,Pri JunCC,P5 2026,Pri - Eng,Kayley,Saturday,King Albert Park,KAP-2,15,27 Jun (Sat),4:00:00 PM,P5 English,CW: Falling Action and Conclusion,6/27/2025,04:00PM - 06:00PM,https://tinyurl.com/zenithKAP,896 Dunearn Road Dunearn Village #04-16 S589472,896 Dunearn Road Dunearn Village #04-16 S589472  (Video Guide: https://tinyurl.com/zenithKAP),P5 English,Open - Running,[P5 English] King Albert Park | 27 Jun (Sat) | 04:00PM - 06:00PM,P5 English - King Albert Park - 27 Jun Sat 04:00PM,[P5 English] King Albert Park | 27 Jun (Sat) | 04:00PM - 06:00PM,0,,3,3,3 / 15,,3 |  | 15,0.00%,P5,Pri,PEng,PEng,PEng,King Albert Park,Kayley,FALSE,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0 |  | ,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
